CODIGO CLIENTE;CODIGO UNICO;PUNTOS;FECHA;OBSERVACIONES;MOTIVO;;;;
11315;RPR968;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
11385;ECK556;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
11385;ECK556;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
11385;ECK556;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
11385;ECK556;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
11385;ECK556;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
11397;YIM135;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
11397;YIM135;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
11397;YIM135;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
11397;YIM135;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
11397;YIM135;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
11625;CDD111;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
11625;CDD111;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
11625;CDD111;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
11625;CDD111;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
11625;CDD111;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
11836;UPA327;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
11836;UPA327;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
11836;UPA327;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
11836;UPA327;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
11836;UPA327;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
150146;ZHY568;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
150146;ZHY568;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
150146;ZHY568;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
150146;ZHY568;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
150146;ZHY568;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
150444;PLA983;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
150444;PLA983;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
150444;PLA983;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
150444;PLA983;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
150444;PLA983;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
150620;VIW303;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
150620;VIW303;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
150620;VIW303;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
150620;VIW303;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
150620;VIW303;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
150753;IVD874;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
150753;IVD874;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
150753;IVD874;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
150753;IVD874;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
150753;IVD874;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
150914;WQX941;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
150914;WQX941;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
150914;WQX941;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
150914;WQX941;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
150914;WQX941;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
151018;ECQ980;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
151018;ECQ980;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
151018;ECQ980;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
151018;ECQ980;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
151018;ECQ980;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
151156;LTY926;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
151156;LTY926;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
151156;LTY926;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
151156;LTY926;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
151156;LTY926;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
151169;ECG731;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
151169;ECG731;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
151169;ECG731;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
151169;ECG731;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
151169;ECG731;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
151224;BZN117;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
151224;BZN117;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
151224;BZN117;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
151224;BZN117;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
151224;BZN117;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
151309;QAG997;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
151309;QAG997;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
151309;QAG997;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
151309;QAG997;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
151309;QAG997;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
151345;GJK148;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
151345;GJK148;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
151345;GJK148;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
151345;GJK148;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
151345;GJK148;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
151349;HQF828;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
151349;HQF828;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
151349;HQF828;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
151349;HQF828;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
151349;HQF828;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
151384;KXJ664;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
151384;KXJ664;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
151384;KXJ664;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
151384;KXJ664;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
151384;KXJ664;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
151539;WJB541;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
151539;WJB541;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
151539;WJB541;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
151539;WJB541;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
151539;WJB541;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
151557;CRS536;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
151557;CRS536;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
151557;CRS536;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
151557;CRS536;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
151557;CRS536;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
151612;VWS469;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
151612;VWS469;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
151612;VWS469;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
151612;VWS469;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
151612;VWS469;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
151679;KMZ133;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
151679;KMZ133;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
151679;KMZ133;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
151679;KMZ133;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
151679;KMZ133;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
151739;LVC362;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
151739;LVC362;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
151739;LVC362;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
151739;LVC362;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
151739;LVC362;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
151857;QSG106;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
151857;QSG106;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
151857;QSG106;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
151857;QSG106;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
151857;QSG106;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
152210;WFJ539;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
152210;WFJ539;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
152210;WFJ539;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
152210;WFJ539;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
152210;WFJ539;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
152308;TJR194;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
152308;TJR194;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
152308;TJR194;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
152308;TJR194;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
152308;TJR194;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
159164;UXZ332;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
159164;UXZ332;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
159164;UXZ332;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
159164;UXZ332;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
159164;UXZ332;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
159165;RBR914;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
159165;RBR914;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
159165;RBR914;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
159165;RBR914;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
159165;RBR914;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
159180;WTP180;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
159180;WTP180;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
159180;WTP180;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
159180;WTP180;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
159180;WTP180;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
159250;KAQ606;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
159250;KAQ606;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
159250;KAQ606;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
159250;KAQ606;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
159250;KAQ606;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
159342;OJX855;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
159342;OJX855;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
159342;OJX855;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
159342;OJX855;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
159342;OJX855;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
159345;JXZ743;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
159345;JXZ743;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
159345;JXZ743;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
159345;JXZ743;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
159345;JXZ743;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
159373;CRA191;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
159373;CRA191;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
159373;CRA191;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
159373;CRA191;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
159373;CRA191;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
159427;UKI756;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
159427;UKI756;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
159427;UKI756;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
159427;UKI756;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
159427;UKI756;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
7564;YUL490;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
7564;YUL490;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
7564;YUL490;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
7564;YUL490;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
7564;YUL490;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
8040;DQJ883;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
8040;DQJ883;50;28/2/2017;Cobertura Febrero;COBERTURA;;;;
8040;DQJ883;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
8040;DQJ883;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
8040;DQJ883;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
8708;YEI115;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
8708;YEI115;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
8708;YEI115;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
8708;YEI115;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
8708;YEI115;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
8935;HIY375;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
8935;HIY375;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
8935;HIY375;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
8935;HIY375;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
8935;HIY375;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
9052;AXS860;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
9052;AXS860;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
9052;AXS860;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
9052;AXS860;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
9052;AXS860;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
9287;PKR752;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
9287;PKR752;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
9287;PKR752;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
9287;PKR752;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
9287;PKR752;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
9345;KMO435;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
9345;KMO435;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
9345;KMO435;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
9345;KMO435;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
9345;KMO435;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
9836;QSJ517;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
9836;QSJ517;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
9836;QSJ517;#N/A;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
9836;QSJ517;#N/A;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
9836;QSJ517;#N/A;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
9970;HLV644;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
9970;HLV644;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
9970;HLV644;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
9970;HLV644;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
9970;HLV644;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
10187;MSB255;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
10187;MSB255;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
10187;MSB255;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
10187;MSB255;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
10187;MSB255;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
3505;LBD755;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
3505;LBD755;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
3505;LBD755;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
3505;LBD755;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
3505;LBD755;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
3614;OKZ218;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
3614;OKZ218;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
3614;OKZ218;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
3614;OKZ218;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
3614;OKZ218;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
5048;HOF601;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
5048;HOF601;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
5048;HOF601;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
5048;HOF601;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
5048;HOF601;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
5094;VDT803;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
5094;VDT803;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
5094;VDT803;150;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
5094;VDT803;150;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
5094;VDT803;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
5870;HLK862;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
5870;HLK862;0;28/2/2017;Cobertura Febrero;COBERTURA;;;;
5870;HLK862;150;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
5870;HLK862;150;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
5870;HLK862;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
6831;FTY261;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
6831;FTY261;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
6831;FTY261;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
6831;FTY261;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
6831;FTY261;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
6986;DPR854;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
6986;DPR854;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
6986;DPR854;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
6986;DPR854;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
6986;DPR854;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
7370;MLL533;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
7370;MLL533;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
7370;MLL533;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
7370;MLL533;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
7370;MLL533;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
8814;OWC972;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
8814;OWC972;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
8814;OWC972;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
8814;OWC972;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
8814;OWC972;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
8890;JBQ713;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
8890;JBQ713;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
8890;JBQ713;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
8890;JBQ713;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
8890;JBQ713;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
9073;QCM175;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
9073;QCM175;250;28/2/2017;Cobertura Febrero;COBERTURA;;;;
9073;QCM175;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
9073;QCM175;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
9073;QCM175;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
9583;GTB742;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
9583;GTB742;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
9583;GTB742;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
9583;GTB742;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
9583;GTB742;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
9611;ZYR762;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
9611;ZYR762;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
9611;ZYR762;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
9611;ZYR762;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
9611;ZYR762;300;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
9655;CLB914;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
9655;CLB914;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
9655;CLB914;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
9655;CLB914;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
9655;CLB914;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
9683;IUJ499;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
9683;IUJ499;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
9683;IUJ499;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
9683;IUJ499;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
9683;IUJ499;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
9945;LRG243;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
9945;LRG243;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
9945;LRG243;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
9945;LRG243;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
9945;LRG243;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
9964;NJO678;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
9964;NJO678;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
9964;NJO678;150;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
9964;NJO678;150;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
9964;NJO678;300;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
1095;YDD453;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
1095;YDD453;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
1095;YDD453;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
1095;YDD453;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
1095;YDD453;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
1700;UEZ476;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
1700;UEZ476;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
1700;UEZ476;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
1700;UEZ476;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
1700;UEZ476;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
1854;AHC896;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
1854;AHC896;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
1854;AHC896;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
1854;AHC896;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
1854;AHC896;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
2019;ONP856;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
2019;ONP856;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
2019;ONP856;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
2019;ONP856;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
2019;ONP856;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
2094;VSZ257;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
2094;VSZ257;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
2094;VSZ257;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
2094;VSZ257;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
2094;VSZ257;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
21;ORG129;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
21;ORG129;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
21;ORG129;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
21;ORG129;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
21;ORG129;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
2231;CTE309;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
