CODIGO CLIENTE;CODIGO UNICO;PUNTOS;FECHA;OBSERVACIONES;MOTIVO;;;;
360113;RFV394;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
360113;RFV394;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
360113;RFV394;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
360113;RFV394;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
360612;GVK405;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
360612;GVK405;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
360612;GVK405;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
360612;GVK405;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
360612;GVK405;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
362187;NJG938;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
362187;NJG938;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
362187;NJG938;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
362187;NJG938;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
362187;NJG938;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
362191;ZRP910;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
362191;ZRP910;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
362191;ZRP910;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
362191;ZRP910;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
362191;ZRP910;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
365594;IYV977;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
365594;IYV977;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
365594;IYV977;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
365594;IYV977;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
365594;IYV977;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
179342;ZBX650;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
179342;ZBX650;50;28/2/2017;Cobertura Febrero;COBERTURA;;;;
179342;ZBX650;150;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
179342;ZBX650;150;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
179342;ZBX650;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
372880;RJA630;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
372880;RJA630;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
372880;RJA630;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
372880;RJA630;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
372880;RJA630;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
373158;AED438;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
373158;AED438;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
373158;AED438;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
373158;AED438;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
373158;AED438;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
141331;CAF864;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
141331;CAF864;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
141331;CAF864;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
141331;CAF864;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
141331;CAF864;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
887925;CKG898;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
887925;CKG898;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
887925;CKG898;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
887925;CKG898;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
887925;CKG898;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
811918;IIJ523;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
811918;IIJ523;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
811918;IIJ523;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
811918;IIJ523;150;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
811918;IIJ523;300;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
397183;MSU670;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
397183;MSU670;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
397183;MSU670;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
397183;MSU670;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
397183;MSU670;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
355007;DDM257;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
355007;DDM257;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
355007;DDM257;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
355007;DDM257;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
355007;DDM257;300;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
378809;FAZ516;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
378809;FAZ516;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
378809;FAZ516;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
378809;FAZ516;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
378809;FAZ516;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
398167;IQT753;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
398167;IQT753;50;28/2/2017;Cobertura Febrero;COBERTURA;;;;
398167;IQT753;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
398167;IQT753;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
398167;IQT753;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
377319;ZVZ778;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
377319;ZVZ778;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
377319;ZVZ778;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
377319;ZVZ778;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
377319;ZVZ778;300;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
1638;IHT877;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
1638;IHT877;0;28/2/2017;Cobertura Febrero;COBERTURA;;;;
1638;IHT877;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
1638;IHT877;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
1638;IHT877;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
3987;UHW275;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
3987;UHW275;0;28/2/2017;Cobertura Febrero;COBERTURA;;;;
3987;UHW275;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
3987;UHW275;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
3987;UHW275;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
2046;UBI153;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
2046;UBI153;0;28/2/2017;Cobertura Febrero;COBERTURA;;;;
2046;UBI153;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
2046;UBI153;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
2046;UBI153;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
8094;RIS945;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
8094;RIS945;0;28/2/2017;Cobertura Febrero;COBERTURA;;;;
8094;RIS945;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
8094;RIS945;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
8094;RIS945;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
4906;ADH907;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
4906;ADH907;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
4906;ADH907;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
4906;ADH907;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
4906;ADH907;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
5170;VJN143;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
5170;VJN143;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
5170;VJN143;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
5170;VJN143;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
5170;VJN143;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
5143;LKX353;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
5143;LKX353;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
5143;LKX353;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
5143;LKX353;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
5143;LKX353;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
640;NQC722;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
640;NQC722;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
640;NQC722;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
640;NQC722;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
640;NQC722;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
105108;GYX814;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
105108;GYX814;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
105108;GYX814;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
105108;GYX814;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
105108;GYX814;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
105068;UAB868;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
105068;UAB868;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
105068;UAB868;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
105068;UAB868;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
105068;UAB868;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
105130;RNG741;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
105130;RNG741;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
105130;RNG741;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
105130;RNG741;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
105130;RNG741;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
8727;AAB849;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
8727;AAB849;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
8727;AAB849;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
8727;AAB849;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
8727;AAB849;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
318740;XQR291;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
318740;XQR291;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
318740;XQR291;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
318740;XQR291;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
318740;XQR291;300;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
385406;RBC325;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
385406;RBC325;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
385406;RBC325;150;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
385406;RBC325;150;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
385406;RBC325;300;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
391888;PIA837;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
391888;PIA837;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
391888;PIA837;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
391888;PIA837;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
391888;PIA837;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
395606;SLW454;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
395606;SLW454;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
395606;SLW454;150;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
395606;SLW454;150;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
395606;SLW454;300;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
364065;JCI985;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
364065;JCI985;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
364065;JCI985;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
364065;JCI985;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
364065;JCI985;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
323102;ETY370;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
323102;ETY370;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
323102;ETY370;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
323102;ETY370;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
323102;ETY370;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
183780;XLK731;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
183780;XLK731;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
183780;XLK731;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
183780;XLK731;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
183780;XLK731;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
363166;VCZ358;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
363166;VCZ358;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
363166;VCZ358;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
363166;VCZ358;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
363166;VCZ358;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
324725;ESZ563;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
324725;ESZ563;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
324725;ESZ563;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
324725;ESZ563;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
324725;ESZ563;300;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
369502;NRT469;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
369502;NRT469;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
369502;NRT469;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
369502;NRT469;150;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
369502;NRT469;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
361620;ELS698;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
361620;ELS698;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
361620;ELS698;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
361620;ELS698;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
361620;ELS698;300;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
362423;XKL942;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
362423;XKL942;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
362423;XKL942;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
362423;XKL942;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
362423;XKL942;300;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
361530;QYC185;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
361530;QYC185;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
361530;QYC185;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
361530;QYC185;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
361530;QYC185;300;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
810835;HMP262;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
810835;HMP262;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
810835;HMP262;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
810835;HMP262;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
810835;HMP262;300;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
323677;KRY229;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
323677;KRY229;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
323677;KRY229;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
323677;KRY229;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
323677;KRY229;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
4721;LXO501;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
4721;LXO501;50;28/2/2017;Cobertura Febrero;COBERTURA;;;;
4721;LXO501;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
4721;LXO501;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
4721;LXO501;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
4914;JZU476;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
4914;JZU476;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
4914;JZU476;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
4914;JZU476;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
4914;JZU476;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
1517;HXR432;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
1517;HXR432;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
1517;HXR432;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
1517;HXR432;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
1517;HXR432;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
1571;EOF978;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
1571;EOF978;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
1571;EOF978;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
1571;EOF978;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
1571;EOF978;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
317164;LLI127;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
317164;LLI127;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
317164;LLI127;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
317164;LLI127;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
317164;LLI127;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
380657;KVW983;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
380657;KVW983;0;28/2/2017;Cobertura Febrero;COBERTURA;;;;
380657;KVW983;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
380657;KVW983;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
380657;KVW983;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
337017;GXC710;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
337017;GXC710;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
337017;GXC710;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
337017;GXC710;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
337017;GXC710;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
385351;RWR830;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
385351;RWR830;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
385351;RWR830;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
385351;RWR830;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
385351;RWR830;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
355224;VDR756;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
355224;VDR756;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
355224;VDR756;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
355224;VDR756;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
355224;VDR756;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
376214;AMX118;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
376214;AMX118;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
376214;AMX118;150;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
376214;AMX118;150;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
376214;AMX118;300;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
811386;SAP364;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
811386;SAP364;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
811386;SAP364;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
811386;SAP364;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
811386;SAP364;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
365063;DYU688;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
365063;DYU688;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
365063;DYU688;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
365063;DYU688;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
365063;DYU688;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
4081;QQA662;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
4081;QQA662;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
4081;QQA662;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
4081;QQA662;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
4081;QQA662;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
4697;DLG147;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
4697;DLG147;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
4697;DLG147;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
4697;DLG147;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
4697;DLG147;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
300322;UDR254;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
300322;UDR254;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
300322;UDR254;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
300322;UDR254;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
300322;UDR254;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
3443;LVA483;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
3443;LVA483;0;28/2/2017;Cobertura Febrero;COBERTURA;;;;
3443;LVA483;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
3443;LVA483;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
3443;LVA483;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
3035;FGY105;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
3035;FGY105;50;28/2/2017;Cobertura Febrero;COBERTURA;;;;
3035;FGY105;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
3035;FGY105;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
3035;FGY105;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
2908;FKA918;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
2908;FKA918;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
2908;FKA918;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
2908;FKA918;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
2908;FKA918;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
5585;IUX427;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
5585;IUX427;50;28/2/2017;Cobertura Febrero;COBERTURA;;;;
5585;IUX427;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
5585;IUX427;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
5585;IUX427;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
4704;HLN221;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
4704;HLN221;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
4704;HLN221;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
4704;HLN221;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
4704;HLN221;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
352438;HSB452;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
352438;HSB452;0;28/2/2017;Cobertura Febrero;COBERTURA;;;;
352438;HSB452;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
352438;HSB452;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
352438;HSB452;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
352451;HKR833;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
352451;HKR833;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
352451;HKR833;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
352451;HKR833;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
352451;HKR833;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
398196;MCK183;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
398196;MCK183;0;28/2/2017;Cobertura Febrero;COBERTURA;;;;
398196;MCK183;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
398196;MCK183;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
398196;MCK183;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
383892;VLE115;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
383892;VLE115;0;28/2/2017;Cobertura Febrero;COBERTURA;;;;
383892;VLE115;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
383892;VLE115;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
383892;VLE115;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
389704;RUM510;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
389704;RUM510;0;28/2/2017;Cobertura Febrero;COBERTURA;;;;
389704;RUM510;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
