CODIGO CLIENTE;CODIGO UNICO;PUNTOS;FECHA;OBSERVACIONES;MOTIVO
9357;YTI460;500;28/02/2017;Volumen Febrero;VOLUMEN
4218;EPD233;500;28/02/2017;Volumen Febrero;VOLUMEN
3515;XBM756;500;28/02/2017;Volumen Febrero;VOLUMEN
4177;CQU236;500;28/02/2017;Volumen Febrero;VOLUMEN
42608;NEZ310;500;28/02/2017;Volumen Febrero;VOLUMEN
7854;QRJ954;500;28/02/2017;Volumen Febrero;VOLUMEN
2765;OIA929;500;28/02/2017;Volumen Febrero;VOLUMEN
5379;QEP791;500;28/02/2017;Volumen Febrero;VOLUMEN
2767;ESL729;500;28/02/2017;Volumen Febrero;VOLUMEN
2669;NCD979;500;28/02/2017;Volumen Febrero;VOLUMEN
2589;KBT374;500;28/02/2017;Volumen Febrero;VOLUMEN
169868;CKA743;500;28/02/2017;Volumen Febrero;VOLUMEN
136572;IQJ698;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
171497;LJD199;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
308743;PWZ888;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
312276;IOU429;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
325259;WXN729;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
358641;BXX266;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
370498;KPR417;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
372191;JGJ973;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
372352;ZXE660;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
372847;YSH525;300;28/02/2017;Cobertura Febrero;COBERTURA
377933;LRG422;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
378727;ELZ180;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
386277;VPP101;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
91086;DBT660;300;28/02/2017;Cobertura Febrero;COBERTURA
91086;DBT660;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
172374;PAT944;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
180412;IWT166;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
319843;HZA679;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
342492;UMF122;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
370492;YOX623;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
373482;JDX167;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
378879;BBQ631;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
395379;MWA722;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
11315;RPR968;300;28/02/2017;Cobertura Febrero;COBERTURA
9611;ZYR762;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
9964;NJO678;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
2987;WVG223;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
11933;BFO710;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
1511;BZV488;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
3296;FLF248;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
3363;CDN888;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
3963;WOD979;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
27495;QJT180;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
9908;VFL854;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
10450;XIO622;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
12679;MGY584;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
14597;WHZ108;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
14662;MXW234;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
98305;VDT626;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
2851;AUL587;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
10058;VVJ569;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
1484;VQT500;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
2753;ZGJ219;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
5646;HLX147;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
7622;NNV608;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
8292;UHB907;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
9226;WDN174;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
151337;VCX396;300;28/02/2017;Cobertura Febrero;COBERTURA
13427;GVF828;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
15096;FGZ939;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
6308;WWO297;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
396151;FLB830;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
174335;ETS474;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
338382;LTS184;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
305963;XII931;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
362584;ZZS846;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
368710;OOP334;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
357591;AUL725;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
811918;IIJ523;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
355007;DDM257;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
377319;ZVZ778;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
318740;XQR291;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
385406;RBC325;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
395606;SLW454;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
324725;ESZ563;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
361620;ELS698;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
362423;XKL942;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
361530;QYC185;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
810835;HMP262;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
376214;AMX118;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
884948;BYM559;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
812051;DON280;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
385452;MUF771;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
379460;XAW217;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
3726;LPS574;300;28/02/2017;Cobertura Febrero;COBERTURA
5768;PYS684;300;28/02/2017;Cobertura Febrero;COBERTURA
1829;UGV104;300;28/02/2017;Cobertura Febrero;COBERTURA
490;UGQ165;300;28/02/2017;Cobertura Febrero;COBERTURA
6836;RMF145;300;28/02/2017;Cobertura Febrero;COBERTURA
9199;OUR295;300;28/02/2017;Cobertura Febrero;COBERTURA
3309;SUP325;300;28/02/2017;Cobertura Febrero;COBERTURA
3409;YWP300;300;28/02/2017;Cobertura Febrero;COBERTURA
11636;ODY108;300;28/02/2017;Cobertura Febrero;COBERTURA
5379;QEP791;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
126820;QUT613;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
169868;CKA743;300;31/01/2017;Arma una pila de Brahma;DESAFIOS
171445;DLJ962;250;28/02/2017;Cobertura Febrero;COBERTURA
189869;QUK584;250;28/02/2017;Cobertura Febrero;COBERTURA
329678;BVL833;250;28/02/2017;Cobertura Febrero;COBERTURA
342803;UVD822;250;28/02/2017;Cobertura Febrero;COBERTURA
349507;ADH498;250;28/02/2017;Cobertura Febrero;COBERTURA
358823;ONS684;250;28/02/2017;Cobertura Febrero;COBERTURA
359158;CND359;250;28/02/2017;Cobertura Febrero;COBERTURA
188389;IRF717;250;28/02/2017;Cobertura Febrero;COBERTURA
317198;VLF913;250;28/02/2017;Cobertura Febrero;COBERTURA
395303;EAY275;250;28/02/2017;Cobertura Febrero;COBERTURA
9073;QCM175;250;28/02/2017;Cobertura Febrero;COBERTURA
14376;FRD710;250;28/02/2017;Cobertura Febrero;COBERTURA
111500;MCQ521;250;28/02/2017;Cobertura Febrero;COBERTURA
28835;ZZX640;250;28/02/2017;Cobertura Febrero;COBERTURA
47001;GMS551;250;28/02/2017;Cobertura Febrero;COBERTURA
21047;TPE600;250;28/02/2017;Cobertura Febrero;COBERTURA
10339;EDO404;250;28/02/2017;Cobertura Febrero;COBERTURA
12053;ASM685;250;28/02/2017;Cobertura Febrero;COBERTURA
12487;RCL496;250;28/02/2017;Cobertura Febrero;COBERTURA
13093;IPT107;250;28/02/2017;Cobertura Febrero;COBERTURA
13257;SJU250;250;28/02/2017;Cobertura Febrero;COBERTURA
13514;LUU219;250;28/02/2017;Cobertura Febrero;COBERTURA
1595;MCE788;250;28/02/2017;Cobertura Febrero;COBERTURA
1596;OTJ809;250;28/02/2017;Cobertura Febrero;COBERTURA
178;OJY612;250;28/02/2017;Cobertura Febrero;COBERTURA
4961;SKC348;250;28/02/2017;Cobertura Febrero;COBERTURA
6283;YOY431;250;28/02/2017;Cobertura Febrero;COBERTURA
7144;EMG387;250;28/02/2017;Cobertura Febrero;COBERTURA
7677;YEQ316;250;28/02/2017;Cobertura Febrero;COBERTURA
8105;XPG147;250;28/02/2017;Cobertura Febrero;COBERTURA
8860;ZWD509;250;28/02/2017;Cobertura Febrero;COBERTURA
9766;GTA275;250;28/02/2017;Cobertura Febrero;COBERTURA
464;YSA908;250;28/02/2017;Cobertura Febrero;COBERTURA
9608;NWT433;250;28/02/2017;Cobertura Febrero;COBERTURA
2985;KCK686;250;28/02/2017;Cobertura Febrero;COBERTURA
6362;UFF764;250;28/02/2017;Cobertura Febrero;COBERTURA
10612;MUH263;250;28/02/2017;Cobertura Febrero;COBERTURA
371997;KPO435;200;28/02/2017;Cobertura Febrero;COBERTURA
381882;VWF799;200;28/02/2017;Cobertura Febrero;COBERTURA
33095;KLD953;200;28/02/2017;Cobertura Febrero;COBERTURA
313451;HZU925;200;28/02/2017;Cobertura Febrero;COBERTURA
382238;KAZ878;200;28/02/2017;Cobertura Febrero;COBERTURA
160287;OCL287;200;28/02/2017;Cobertura Febrero;COBERTURA
370879;CJS541;200;28/02/2017;Cobertura Febrero;COBERTURA
379737;QSR125;200;28/02/2017;Cobertura Febrero;COBERTURA
312611;KYL256;200;28/02/2017;Cobertura Febrero;COBERTURA
178554;LYE502;200;28/02/2017;Cobertura Febrero;COBERTURA
378574;ZEB976;200;28/02/2017;Cobertura Febrero;COBERTURA
306764;FXJ670;200;28/02/2017;Cobertura Febrero;COBERTURA
27891;RVR248;200;28/02/2017;Cobertura Febrero;COBERTURA
173697;HCR659;200;28/02/2017;Cobertura Febrero;COBERTURA
330556;DLI387;200;28/02/2017;Cobertura Febrero;COBERTURA
358066;KPN366;200;28/02/2017;Cobertura Febrero;COBERTURA
365076;THS835;200;28/02/2017;Cobertura Febrero;COBERTURA
342256;ESG251;200;28/02/2017;Cobertura Febrero;COBERTURA
355269;GJH210;200;28/02/2017;Cobertura Febrero;COBERTURA
100526;KVY651;200;28/02/2017;Cobertura Febrero;COBERTURA
137569;CIW298;200;28/02/2017;Cobertura Febrero;COBERTURA
142094;LQF734;200;28/02/2017;Cobertura Febrero;COBERTURA
159356;XCK818;200;28/02/2017;Cobertura Febrero;COBERTURA
168009;OSJ733;200;28/02/2017;Cobertura Febrero;COBERTURA
168650;WWD550;200;28/02/2017;Cobertura Febrero;COBERTURA
171236;GUJ267;200;28/02/2017;Cobertura Febrero;COBERTURA
173080;OLD340;200;28/02/2017;Cobertura Febrero;COBERTURA
173689;LGG938;200;28/02/2017;Cobertura Febrero;COBERTURA
174099;WYU400;200;28/02/2017;Cobertura Febrero;COBERTURA
174798;XPC647;200;28/02/2017;Cobertura Febrero;COBERTURA
177849;DOW124;200;28/02/2017;Cobertura Febrero;COBERTURA
181486;QYC539;200;28/02/2017;Cobertura Febrero;COBERTURA
185140;QAZ589;200;28/02/2017;Cobertura Febrero;COBERTURA
185280;ZPE786;200;28/02/2017;Cobertura Febrero;COBERTURA
186593;NPV563;200;28/02/2017;Cobertura Febrero;COBERTURA
187742;SXT420;200;28/02/2017;Cobertura Febrero;COBERTURA
188116;KCH676;200;28/02/2017;Cobertura Febrero;COBERTURA
188565;PLP959;200;28/02/2017;Cobertura Febrero;COBERTURA
188715;HJL260;200;28/02/2017;Cobertura Febrero;COBERTURA
300336;ZTX991;200;28/02/2017;Cobertura Febrero;COBERTURA
301740;HDL765;200;28/02/2017;Cobertura Febrero;COBERTURA
305103;GFC837;200;28/02/2017;Cobertura Febrero;COBERTURA
306784;MPB607;200;28/02/2017;Cobertura Febrero;COBERTURA
306909;ZEA809;200;28/02/2017;Cobertura Febrero;COBERTURA
308743;PWZ888;200;28/02/2017;Cobertura Febrero;COBERTURA
308903;NDL941;200;28/02/2017;Cobertura Febrero;COBERTURA
309143;AQG593;200;28/02/2017;Cobertura Febrero;COBERTURA
311751;QTT469;200;28/02/2017;Cobertura Febrero;COBERTURA
312276;IOU429;200;28/02/2017;Cobertura Febrero;COBERTURA
313070;KPI575;200;28/02/2017;Cobertura Febrero;COBERTURA
314138;PIM144;200;28/02/2017;Cobertura Febrero;COBERTURA
314550;APE220;200;28/02/2017;Cobertura Febrero;COBERTURA
317056;WJQ164;200;28/02/2017;Cobertura Febrero;COBERTURA
317750;FHG779;200;28/02/2017;Cobertura Febrero;COBERTURA
322061;ZBG925;200;28/02/2017;Cobertura Febrero;COBERTURA
323729;CXJ170;200;28/02/2017;Cobertura Febrero;COBERTURA
324428;WIL765;200;28/02/2017;Cobertura Febrero;COBERTURA
325259;WXN729;200;28/02/2017;Cobertura Febrero;COBERTURA
325375;EBA713;200;28/02/2017;Cobertura Febrero;COBERTURA
326886;OSP507;200;28/02/2017;Cobertura Febrero;COBERTURA
327388;BDI612;200;28/02/2017;Cobertura Febrero;COBERTURA
328675;VJZ288;200;28/02/2017;Cobertura Febrero;COBERTURA
328769;TCA489;200;28/02/2017;Cobertura Febrero;COBERTURA
329817;WUD701;200;28/02/2017;Cobertura Febrero;COBERTURA
330049;WDF407;200;28/02/2017;Cobertura Febrero;COBERTURA
331442;JKR259;200;28/02/2017;Cobertura Febrero;COBERTURA
333947;WPI950;200;28/02/2017;Cobertura Febrero;COBERTURA
334356;HVP434;200;28/02/2017;Cobertura Febrero;COBERTURA
334861;PCK338;200;28/02/2017;Cobertura Febrero;COBERTURA
335111;HVT291;200;28/02/2017;Cobertura Febrero;COBERTURA
336698;VXP382;200;28/02/2017;Cobertura Febrero;COBERTURA
337072;BXX632;200;28/02/2017;Cobertura Febrero;COBERTURA
337703;FGS385;200;28/02/2017;Cobertura Febrero;COBERTURA
339679;LGY845;200;28/02/2017;Cobertura Febrero;COBERTURA
342712;SZR249;200;28/02/2017;Cobertura Febrero;COBERTURA
342745;CKW512;200;28/02/2017;Cobertura Febrero;COBERTURA
342820;NID317;200;28/02/2017;Cobertura Febrero;COBERTURA
342923;RQO452;200;28/02/2017;Cobertura Febrero;COBERTURA
342989;FHO254;200;28/02/2017;Cobertura Febrero;COBERTURA
345250;NJL756;200;28/02/2017;Cobertura Febrero;COBERTURA
354345;DJA868;200;28/02/2017;Cobertura Febrero;COBERTURA
354706;GDT830;200;28/02/2017;Cobertura Febrero;COBERTURA
357273;BQZ253;200;28/02/2017;Cobertura Febrero;COBERTURA
357456;UOM306;200;28/02/2017;Cobertura Febrero;COBERTURA
358011;TFN816;200;28/02/2017;Cobertura Febrero;COBERTURA
358138;TTS763;200;28/02/2017;Cobertura Febrero;COBERTURA
358282;HUQ727;200;28/02/2017;Cobertura Febrero;COBERTURA
358645;QQU769;200;28/02/2017;Cobertura Febrero;COBERTURA
359859;VJO966;200;28/02/2017;Cobertura Febrero;COBERTURA
363567;VSC135;200;28/02/2017;Cobertura Febrero;COBERTURA
363998;VUQ164;200;28/02/2017;Cobertura Febrero;COBERTURA
365507;HGS848;200;28/02/2017;Cobertura Febrero;COBERTURA
365509;SSP338;200;28/02/2017;Cobertura Febrero;COBERTURA
366956;VFR842;200;28/02/2017;Cobertura Febrero;COBERTURA
366971;VSF571;200;28/02/2017;Cobertura Febrero;COBERTURA
367077;IQT448;200;28/02/2017;Cobertura Febrero;COBERTURA
367217;VJL182;200;28/02/2017;Cobertura Febrero;COBERTURA
367493;IPK818;200;28/02/2017;Cobertura Febrero;COBERTURA
368528;YBY874;200;28/02/2017;Cobertura Febrero;COBERTURA
368702;HNT607;200;28/02/2017;Cobertura Febrero;COBERTURA
368762;KUZ412;200;28/02/2017;Cobertura Febrero;COBERTURA
368763;UKB212;200;28/02/2017;Cobertura Febrero;COBERTURA
368776;MDS264;200;28/02/2017;Cobertura Febrero;COBERTURA
368782;QOS776;200;28/02/2017;Cobertura Febrero;COBERTURA
369064;NYK600;200;28/02/2017;Cobertura Febrero;COBERTURA
369303;KDI620;200;28/02/2017;Cobertura Febrero;COBERTURA
369484;ZCP489;200;28/02/2017;Cobertura Febrero;COBERTURA
369746;NLM113;200;28/02/2017;Cobertura Febrero;COBERTURA
370498;KPR417;200;28/02/2017;Cobertura Febrero;COBERTURA
370906;LPX344;200;28/02/2017;Cobertura Febrero;COBERTURA
370930;WGQ746;200;28/02/2017;Cobertura Febrero;COBERTURA
371834;GKG731;200;28/02/2017;Cobertura Febrero;COBERTURA
372149;DBV869;200;28/02/2017;Cobertura Febrero;COBERTURA
372216;TPL120;200;28/02/2017;Cobertura Febrero;COBERTURA
372352;ZXE660;200;28/02/2017;Cobertura Febrero;COBERTURA
372461;KFK171;200;28/02/2017;Cobertura Febrero;COBERTURA
372832;NJE303;200;28/02/2017;Cobertura Febrero;COBERTURA
372859;CIP440;200;28/02/2017;Cobertura Febrero;COBERTURA
373133;CMI323;200;28/02/2017;Cobertura Febrero;COBERTURA
373253;QXW380;200;28/02/2017;Cobertura Febrero;COBERTURA
373426;FDB970;200;28/02/2017;Cobertura Febrero;COBERTURA
373505;FXY137;200;28/02/2017;Cobertura Febrero;COBERTURA
373683;THU440;200;28/02/2017;Cobertura Febrero;COBERTURA
373768;FSD892;200;28/02/2017;Cobertura Febrero;COBERTURA
374464;ARY992;200;28/02/2017;Cobertura Febrero;COBERTURA
374661;ZLP851;200;28/02/2017;Cobertura Febrero;COBERTURA
375999;AUZ249;200;28/02/2017;Cobertura Febrero;COBERTURA
376100;RDX160;200;28/02/2017;Cobertura Febrero;COBERTURA
376327;ZOY504;200;28/02/2017;Cobertura Febrero;COBERTURA
377186;DSX792;200;28/02/2017;Cobertura Febrero;COBERTURA
377228;XQA669;200;28/02/2017;Cobertura Febrero;COBERTURA
377308;RLL621;200;28/02/2017;Cobertura Febrero;COBERTURA
377929;JDP938;200;28/02/2017;Cobertura Febrero;COBERTURA
377933;LRG422;200;28/02/2017;Cobertura Febrero;COBERTURA
378378;AGE874;200;28/02/2017;Cobertura Febrero;COBERTURA
378384;WUN713;200;28/02/2017;Cobertura Febrero;COBERTURA
378727;ELZ180;200;28/02/2017;Cobertura Febrero;COBERTURA
378886;ZCI897;200;28/02/2017;Cobertura Febrero;COBERTURA
379201;FSY248;200;28/02/2017;Cobertura Febrero;COBERTURA
379217;LQL309;200;28/02/2017;Cobertura Febrero;COBERTURA
379601;ILW520;200;28/02/2017;Cobertura Febrero;COBERTURA
379823;BJB980;200;28/02/2017;Cobertura Febrero;COBERTURA
379828;LWS474;200;28/02/2017;Cobertura Febrero;COBERTURA
380642;AUK986;200;28/02/2017;Cobertura Febrero;COBERTURA
380907;HGQ332;200;28/02/2017;Cobertura Febrero;COBERTURA
381054;REF315;200;28/02/2017;Cobertura Febrero;COBERTURA
381289;CYZ314;200;28/02/2017;Cobertura Febrero;COBERTURA
381985;QZS963;200;28/02/2017;Cobertura Febrero;COBERTURA
382450;VOO632;200;28/02/2017;Cobertura Febrero;COBERTURA
382457;BVW800;200;28/02/2017;Cobertura Febrero;COBERTURA
382696;TMA614;200;28/02/2017;Cobertura Febrero;COBERTURA
382975;IGD401;200;28/02/2017;Cobertura Febrero;COBERTURA
383006;SVM642;200;28/02/2017;Cobertura Febrero;COBERTURA
383127;GCZ286;200;28/02/2017;Cobertura Febrero;COBERTURA
383852;JZP540;200;28/02/2017;Cobertura Febrero;COBERTURA
384324;VMI269;200;28/02/2017;Cobertura Febrero;COBERTURA
384647;BLF658;200;28/02/2017;Cobertura Febrero;COBERTURA
385162;CHQ761;200;28/02/2017;Cobertura Febrero;COBERTURA
385816;KVU296;200;28/02/2017;Cobertura Febrero;COBERTURA
386114;MNM530;200;28/02/2017;Cobertura Febrero;COBERTURA
386277;VPP101;200;28/02/2017;Cobertura Febrero;COBERTURA
386326;ULW674;200;28/02/2017;Cobertura Febrero;COBERTURA
386327;ZNI969;200;28/02/2017;Cobertura Febrero;COBERTURA
389111;KKK458;200;28/02/2017;Cobertura Febrero;COBERTURA
389440;UQO979;200;28/02/2017;Cobertura Febrero;COBERTURA
389652;FGY568;200;28/02/2017;Cobertura Febrero;COBERTURA
389871;PLP772;200;28/02/2017;Cobertura Febrero;COBERTURA
390422;IZA631;200;28/02/2017;Cobertura Febrero;COBERTURA
390490;GNG431;200;28/02/2017;Cobertura Febrero;COBERTURA
391097;GGI372;200;28/02/2017;Cobertura Febrero;COBERTURA
391880;JBC941;200;28/02/2017;Cobertura Febrero;COBERTURA
392593;IFN937;200;28/02/2017;Cobertura Febrero;COBERTURA
392961;MYX210;200;28/02/2017;Cobertura Febrero;COBERTURA
393136;QJS337;200;28/02/2017;Cobertura Febrero;COBERTURA
393221;EEP170;200;28/02/2017;Cobertura Febrero;COBERTURA
393771;GSL217;200;28/02/2017;Cobertura Febrero;COBERTURA
395133;AYX773;200;28/02/2017;Cobertura Febrero;COBERTURA
395442;HHP673;200;28/02/2017;Cobertura Febrero;COBERTURA
395677;EBT381;200;28/02/2017;Cobertura Febrero;COBERTURA
396058;EFF890;200;28/02/2017;Cobertura Febrero;COBERTURA
397094;DLK365;200;28/02/2017;Cobertura Febrero;COBERTURA
397177;TPT507;200;28/02/2017;Cobertura Febrero;COBERTURA
70446;LLS832;200;28/02/2017;Cobertura Febrero;COBERTURA
99625;XCU277;200;28/02/2017;Cobertura Febrero;COBERTURA
101791;MHH822;200;28/02/2017;Cobertura Febrero;COBERTURA
137684;XDS110;200;28/02/2017;Cobertura Febrero;COBERTURA
137970;JGS121;200;28/02/2017;Cobertura Febrero;COBERTURA
146959;YLI731;200;28/02/2017;Cobertura Febrero;COBERTURA
141498;ZTE909;200;28/02/2017;Cobertura Febrero;COBERTURA
142189;HNO994;200;28/02/2017;Cobertura Febrero;COBERTURA
156386;BSV695;200;28/02/2017;Cobertura Febrero;COBERTURA
157988;XOU286;200;28/02/2017;Cobertura Febrero;COBERTURA
172374;PAT944;200;28/02/2017;Cobertura Febrero;COBERTURA
173391;JUE934;200;28/02/2017;Cobertura Febrero;COBERTURA
174516;PMK991;200;28/02/2017;Cobertura Febrero;COBERTURA
176575;BRI573;200;28/02/2017;Cobertura Febrero;COBERTURA
176995;ONC540;200;28/02/2017;Cobertura Febrero;COBERTURA
180412;IWT166;200;28/02/2017;Cobertura Febrero;COBERTURA
180706;TFA664;200;28/02/2017;Cobertura Febrero;COBERTURA
182878;CXR176;200;28/02/2017;Cobertura Febrero;COBERTURA
185206;LNT876;200;28/02/2017;Cobertura Febrero;COBERTURA
186190;ZFC671;200;28/02/2017;Cobertura Febrero;COBERTURA
187795;NXE134;200;28/02/2017;Cobertura Febrero;COBERTURA
188181;MCO500;200;28/02/2017;Cobertura Febrero;COBERTURA
301382;BRV201;200;28/02/2017;Cobertura Febrero;COBERTURA
189778;EKA746;200;28/02/2017;Cobertura Febrero;COBERTURA
302976;CGM687;200;28/02/2017;Cobertura Febrero;COBERTURA
307918;BXE140;200;28/02/2017;Cobertura Febrero;COBERTURA
307993;TLQ547;200;28/02/2017;Cobertura Febrero;COBERTURA
309773;MAW287;200;28/02/2017;Cobertura Febrero;COBERTURA
310899;XEH734;200;28/02/2017;Cobertura Febrero;COBERTURA
312699;OAJ403;200;28/02/2017;Cobertura Febrero;COBERTURA
313205;WJU470;200;28/02/2017;Cobertura Febrero;COBERTURA
313344;VCD358;200;28/02/2017;Cobertura Febrero;COBERTURA
316249;FCX648;200;28/02/2017;Cobertura Febrero;COBERTURA
317841;SZF718;200;28/02/2017;Cobertura Febrero;COBERTURA
317936;WRE792;200;28/02/2017;Cobertura Febrero;COBERTURA
319843;HZA679;200;28/02/2017;Cobertura Febrero;COBERTURA
322529;WTD619;200;28/02/2017;Cobertura Febrero;COBERTURA
323770;IVE642;200;28/02/2017;Cobertura Febrero;COBERTURA
324434;TFV241;200;28/02/2017;Cobertura Febrero;COBERTURA
326004;SOQ451;200;28/02/2017;Cobertura Febrero;COBERTURA
326169;ADB585;200;28/02/2017;Cobertura Febrero;COBERTURA
327219;UQV376;200;28/02/2017;Cobertura Febrero;COBERTURA
327846;GYW672;200;28/02/2017;Cobertura Febrero;COBERTURA
328238;BSD661;200;28/02/2017;Cobertura Febrero;COBERTURA
330400;NAA440;200;28/02/2017;Cobertura Febrero;COBERTURA
328814;KDA999;200;28/02/2017;Cobertura Febrero;COBERTURA
330649;RGT289;200;28/02/2017;Cobertura Febrero;COBERTURA
334248;SKR916;200;28/02/2017;Cobertura Febrero;COBERTURA
335231;VTW644;200;28/02/2017;Cobertura Febrero;COBERTURA
335240;PQO615;200;28/02/2017;Cobertura Febrero;COBERTURA
335495;INI717;200;28/02/2017;Cobertura Febrero;COBERTURA
337353;TRA703;200;28/02/2017;Cobertura Febrero;COBERTURA
337632;EUH187;200;28/02/2017;Cobertura Febrero;COBERTURA
342492;UMF122;200;28/02/2017;Cobertura Febrero;COBERTURA
342540;NZV213;200;28/02/2017;Cobertura Febrero;COBERTURA
344786;AFN366;200;28/02/2017;Cobertura Febrero;COBERTURA
351965;GSY357;200;28/02/2017;Cobertura Febrero;COBERTURA
354898;MUZ829;200;28/02/2017;Cobertura Febrero;COBERTURA
357380;SNO519;200;28/02/2017;Cobertura Febrero;COBERTURA
357950;JVV254;200;28/02/2017;Cobertura Febrero;COBERTURA
358107;XXF598;200;28/02/2017;Cobertura Febrero;COBERTURA
359930;EOX386;200;28/02/2017;Cobertura Febrero;COBERTURA
360199;RMH517;200;28/02/2017;Cobertura Febrero;COBERTURA
360610;IPT700;200;28/02/2017;Cobertura Febrero;COBERTURA
365124;CJR306;200;28/02/2017;Cobertura Febrero;COBERTURA
365231;JGC990;200;28/02/2017;Cobertura Febrero;COBERTURA
365510;JPZ830;200;28/02/2017;Cobertura Febrero;COBERTURA
365771;EEZ874;200;28/02/2017;Cobertura Febrero;COBERTURA
366138;NDB513;200;28/02/2017;Cobertura Febrero;COBERTURA
366241;MOP204;200;28/02/2017;Cobertura Febrero;COBERTURA
367129;SXG669;200;28/02/2017;Cobertura Febrero;COBERTURA
367673;TXV901;200;28/02/2017;Cobertura Febrero;COBERTURA
367923;WYX594;200;28/02/2017;Cobertura Febrero;COBERTURA
368359;OUN555;200;28/02/2017;Cobertura Febrero;COBERTURA
368597;BOV227;200;28/02/2017;Cobertura Febrero;COBERTURA
368700;THR794;200;28/02/2017;Cobertura Febrero;COBERTURA
368708;AEZ503;200;28/02/2017;Cobertura Febrero;COBERTURA
369178;EXC412;200;28/02/2017;Cobertura Febrero;COBERTURA
369915;HKF692;200;28/02/2017;Cobertura Febrero;COBERTURA
369917;OHK532;200;28/02/2017;Cobertura Febrero;COBERTURA
369978;KKL963;200;28/02/2017;Cobertura Febrero;COBERTURA
369984;IYE514;200;28/02/2017;Cobertura Febrero;COBERTURA
370485;DGN986;200;28/02/2017;Cobertura Febrero;COBERTURA
370486;LDT160;200;28/02/2017;Cobertura Febrero;COBERTURA
370492;YOX623;200;28/02/2017;Cobertura Febrero;COBERTURA
